,name,price,url,brand,product_type
109,Siemens Fryser GI81NVEE0 Integreret | Elgiganten,14799.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/skabsfryser/siemens-fryser-gi81nvee0-integreret/755947,Siemens,Skabsfryser
110,LG køle-/fryseskab GBP31SWLZN (hvid) | Elgiganten,4999.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/lg-kole-fryseskab-gbp31swlzn-hvid/46211,LG,Kølefryseskab
111,Miele køleskab KS4783ED cs N | Elgiganten,9292.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koleskab/miele-koleskab-ks4783ed-cs-n/494395,Miele,Køleskab
112,Miele fryser FNS4782EwsNEU2 | Elgiganten,11395.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/skabsfryser/miele-fryser-fns4782ewsneu2/494389,Miele,Skabsfryser
113,Miele kølefryseskab KD4052EelActiveEU1 | Elgiganten,6234.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/miele-kolefryseskab-kd4052eelactiveeu1/494387,Miele,Kølefryseskab
114,LG kølefryseskab GBV7180CPY | Elgiganten,9899.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/lg-kolefryseskab-gbv7180cpy/603776,LG,Kølefryseskab
115,Electrolux køleskab LXB1SE11W0 | Elgiganten,1999.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koleskab/electrolux-koleskab-lxb1se11w0/194057,Electrolux,Køleskab
116,LG køleskab GLT71SWCSX | Elgiganten,9999.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koleskab/lg-koleskab-glt71swcsx/299106,LG,Køleskab
117,Ukonic Minecraft Creeper Blok Mini Køleskab | Elgiganten,799.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/minikoleskab/ukonic-minecraft-creeper-blok-mini-koleskab/697949,UKONIC,Minikøleskab
118,Mobicool Holiday køletaske MOBICOOLH14 | Elgiganten,79.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koletaske-og-koleboks/mobicool-holiday-koletaske-mobicoolh14/294798,MOBICOOL,Køletaske og køleboks
119,Dometic CombiCool køleboks DCCACX340 | Elgiganten,2899.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koletaske-og-koleboks/dometic-combicool-koleboks-dccacx340/294827,Dometic,Køletaske og køleboks
120,Electrolux Køl/frys kombination LNT5NE33W3 (Hvid) | Elgiganten,59.5,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/electrolux-kolfrys-kombination-lnt5ne33w3-hvid/538053,Electrolux,Kølefryseskab
121,Electrolux Køl/frys kombination LNT5NE33W3 (Hvid) | Elgiganten,6999.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/electrolux-kolfrys-kombination-lnt5ne33w3-hvid/538053,Electrolux,Kølefryseskab
122,Electrolux kølefryseskab LNT4TE33W2 | Elgiganten,5895.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/electrolux-kolefryseskab-lnt4te33w2/222652,Electrolux,Kølefryseskab
123,Dometic TropiCool køleboks DTCX21 | Elgiganten,1799.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koletaske-og-koleboks/dometic-tropicool-koleboks-dtcx21/277674,Dometic,Køletaske og køleboks
124,LG side-by-side kølefryseskab GSGV80EPLD | Elgiganten,16495.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/amerikanerkoleskab/lg-side-by-side-kolefryseskab-gsgv80epld/603762,LG,Amerikanerkøleskab
125,Logik køle/fryseskab L113CW23E | Elgiganten,1999.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/logik-kolefryseskab-l113cw23e/591898,Logik,Kølefryseskab
126,Hisense side-by-side kølefryseskab RS711N4WCE | Elgiganten,12995.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/amerikanerkoleskab/hisense-side-by-side-kolefryseskab-rs711n4wce/614571,Hisense,Amerikanerkøleskab
127,Logik køleskab LTR143W23E | Elgiganten,1999.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koleskab/logik-koleskab-ltr143w23e/645887,Logik,Køleskab
128,Edward minikøleskab 81914464 | Elgiganten,3999.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/minikoleskab/edward-minikoleskab-81914464/498771,Edward,Minikøleskab
129,Marshall køleskab m/fryseboks MF44BLKEU | Elgiganten,4299.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/minikoleskab/marshall-koleskab-mfryseboks-mf44blkeu/195914,Marshall,Minikøleskab
130,Bosch Køl/frys kombination KIV865SE0 | Elgiganten,6649.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/bosch-kolfrys-kombination-kiv865se0/673696,Bosch,Kølefryseskab
131,Dometic køleboks DCFF20 | Elgiganten,4199.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koletaske-og-koleboks/dometic-koleboks-dcff20/277670,Dometic,Køletaske og køleboks
132,Edward minikøleskab 81914460 | Elgiganten,3331.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/minikoleskab/edward-minikoleskab-81914460/498746,Edward,Minikøleskab
133,Edward minikøleskab 81914463 | Elgiganten,3969.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/minikoleskab/edward-minikoleskab-81914463/498775,Edward,Minikøleskab
134,Mobicool Coca Cola Classic 20 rygsæk MOBICOOLCCCBP20 (rød) | Elgiganten,199.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koletaske-og-koleboks/mobicool-coca-cola-classic-20-rygsak-mobicoolcccbp20-rod/294803,MOBICOOL,Køletaske og køleboks
135,Smeg 50 s Style kølefryseskab FAB50RPG5 (pastelgrøn) | Elgiganten,26995.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/smeg-50-s-style-kolefryseskab-fab50rpg5-pastelgron/292457,Smeg,Kølefryseskab
136,Dometic Cool-Ice køleboks DCI42G | Elgiganten,2399.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koletaske-og-koleboks/dometic-cool-ice-koleboks-dci42g/24213,Dometic,Køletaske og køleboks
137,Edward minikøleskab 81914455 | Elgiganten,4999.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/minikoleskab/edward-minikoleskab-81914455/498754,Edward,Minikøleskab
138,Whirlpool kummefryser W390FO | Elgiganten,4499.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kummefryser/whirlpool-kummefryser-w390fo/157152,Whirlpool,Kummefryser
139,Beko fryser BU1203N indbygget | Elgiganten,3299.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/skabsfryser/beko-fryser-bu1203n-indbygget/195880,Beko,Skabsfryser
140,Samsung køle-/fryseskab RB33B612EBN/EF | Elgiganten,7499.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/samsung-kole-fryseskab-rb33b612ebnef/485475,Samsung,Kølefryseskab
141,Mobicool Coca Cola Classic 14 blød køletaske MOBICOOLCCC14 (rød) | Elgiganten,99.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koletaske-og-koleboks/mobicool-coca-cola-classic-14-blod-koletaske-mobicoolccc14-rod/294811,MOBICOOL,Køletaske og køleboks
142,LG side-by-side GSXV91MCAE | Elgiganten,16321.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/amerikanerkoleskab/lg-side-by-side-gsxv91mcae/432379,LG,Amerikanerkøleskab
143,Hisense køleskab RL528D4ECE | Elgiganten,5499.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koleskab/hisense-koleskab-rl528d4ece/443149,Hisense,Køleskab
144,Dometic Cool-Ice køleboks DWCI33 | Elgiganten,1432.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koletaske-og-koleboks/dometic-cool-ice-koleboks-dwci33/174793,Dometic,Køletaske og køleboks
145,Liebherr køleskab RBe 5220-20 001 | Elgiganten,8812.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koleskab/liebherr-koleskab-rbe-5220-20-001/469332,Liebherr,Køleskab
146,Whirlpool fryser UW8F1CWHBNF1 | Elgiganten,3999.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/skabsfryser/whirlpool-fryser-uw8f1cwhbnf1/207673,Whirlpool,Skabsfryser
147,LG side-by-side kølefryseskab GSXV91MBAE | Elgiganten,21495.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/amerikanerkoleskab/lg-side-by-side-kolefryseskab-gsxv91mbae/603765,LG,Amerikanerkøleskab
148,Miele kølefryseskab KD4072E el | Elgiganten,5371.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/miele-kolefryseskab-kd4072e-el/494377,Miele,Kølefryseskab
149,Whirlpool kummefryser WHE31331 | Elgiganten,3299.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kummefryser/whirlpool-kummefryser-whe31331/28057,Whirlpool,Kummefryser
150,Dometic TropiCool køleboks DTCX14 | Elgiganten,1720.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koletaske-og-koleboks/dometic-tropicool-koleboks-dtcx14/277669,Dometic,Køletaske og køleboks
151,Mobicool Coca Cola Fresh 15 blød køletaske MOBICOOLCCF15 | Elgiganten,149.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koletaske-og-koleboks/mobicool-coca-cola-fresh-15-blod-koletaske-mobicoolccf15/294805,MOBICOOL,Køletaske og køleboks
152,Electrolux køleskab LRB3DE18S indbygget | Elgiganten,7381.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koleskab/electrolux-koleskab-lrb3de18s-indbygget/174874,Electrolux,Køleskab
153,Whirlpool køleskab SW8AM2YWR2 | Elgiganten,5999.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koleskab/whirlpool-koleskab-sw8am2ywr2/207680,Whirlpool,Køleskab
154,LG kølefryseskab GBV5240DSW | Elgiganten,9499.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/lg-kolefryseskab-gbv5240dsw/603767,LG,Kølefryseskab
155,Electrolux 600 Pro kølefryseskab LNT5NE33X3 (Stål) | Elgiganten,7499.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/electrolux-600-pro-kolefryseskab-lnt5ne33x3-stal/533276,Electrolux,Kølefryseskab
156,Bosch Køl/frys kombination KIV86VFE1 (N/A) | Elgiganten,5781.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/bosch-kolfrys-kombination-kiv86vfe1-na/498115,Bosch,Kølefryseskab
157,Hisense køleskab RIL391D4AWF indbygget | Elgiganten,3499.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koleskab/hisense-koleskab-ril391d4awf-indbygget/301066,Hisense,Køleskab
158,Hisense kølefryseskab RB434N4BWE1 | Elgiganten,5499.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/hisense-kolefryseskab-rb434n4bwe1/443300,Hisense,Kølefryseskab
159,LG kølefryseskab GBB61PZJMN (sølv) | Elgiganten,6499.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/lg-kolefryseskab-gbb61pzjmn-solv/299087,LG,Kølefryseskab
160,LG kølefryseskab GBB61PZJMN (sølv) | Elgiganten,6499.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/lg-kolefryseskab-gbb61pzjmn-solv/299087,LG,Kølefryseskab
161,Edward minikøleskab 81914454 | Elgiganten,3269.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/minikoleskab/edward-minikoleskab-81914454/498778,Edward,Minikøleskab
162,Electrolux Køl/frys kombination ENG7TE18S | Elgiganten,5999.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/electrolux-kolfrys-kombination-eng7te18s/608686,Electrolux,Kølefryseskab
163,Liebherr køleskab RBsfe 5220-20 001 | Elgiganten,11190.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koleskab/liebherr-koleskab-rbsfe-5220-20-001/469311,Liebherr,Køleskab
164,Gram Fresh 4000 fryseskab FC444186N1 | Elgiganten,5999.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/skabsfryser/gram-fresh-4000-fryseskab-fc444186n1/218600,Gram,Skabsfryser
165,Whirlpool kummefryser WHE 4602 | Elgiganten,6895.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kummefryser/whirlpool-kummefryser-whe-4602/731511,Whirlpool,Kummefryser
166,Miele køleskab KS4885DDedt/csNEU2 | Elgiganten,16495.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koleskab/miele-koleskab-ks4885ddedtcsneu2/494396,Miele,Køleskab
167,Samsung køle-/fryseskab RB33B612EWW/EF | Elgiganten,6999.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/samsung-kole-fryseskab-rb33b612ewwef/485481,Samsung,Kølefryseskab
168,Delonghi side-by-side køleskab DSBSX23E | Elgiganten,8999.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/amerikanerkoleskab/delonghi-side-by-side-koleskab-dsbsx23e/645888,Delonghi,Amerikanerkøleskab
169,Logik kummefryser LCF420W23E | Elgiganten,3333.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kummefryser/logik-kummefryser-lcf420w23e/633643,Logik,Kummefryser
170,Electrolux kølefryseskab LNS5LE18S (Hvid) | Elgiganten,5389.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/electrolux-kolefryseskab-lns5le18s-hvid/599739,Electrolux,Kølefryseskab
171,Bosch Køl/frys kombination KIV86VSE0 | Elgiganten,6659.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/bosch-kolfrys-kombination-kiv86vse0/498103,Bosch,Kølefryseskab
172,Electrolux Køleskab LRT5ME38W2 (Hvid) | Elgiganten,7999.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koleskab/electrolux-koleskab-lrt5me38w2-hvid/626811,Electrolux,Køleskab
173,Whirlpool fryser WVA35642 NFW 2 | Elgiganten,5499.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/skabsfryser/whirlpool-fryser-wva35642-nfw-2/530124,Whirlpool,Skabsfryser
174,Miele kølefryseskab KFN4394ED el | Elgiganten,7868.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/miele-kolefryseskab-kfn4394ed-el/494393,Miele,Kølefryseskab
175,LG Køl/frys kombination GBV7280AEV | Elgiganten,15499.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/lg-kolfrys-kombination-gbv7280aev/672025,LG,Kølefryseskab
176,LG køle/fryseskab GBP62MCNAC | Elgiganten,13499.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/lg-kolefryseskab-gbp62mcnac/603779,LG,Kølefryseskab
177,Whirlpool kølefryseskab WNFD 821 E W | Elgiganten,4499.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/whirlpool-kolefryseskab-wnfd-821-e-w/642743,Whirlpool,Kølefryseskab
178,Miele fryser FNS4782Eedt/csNEU2 | Elgiganten,12395.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/skabsfryser/miele-fryser-fns4782eedtcsneu2/494376,Miele,Skabsfryser
179,LG kølefryseskab ELB81MCVCP1 | Elgiganten,9999.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/lg-kolefryseskab-elb81mcvcp1/432389,LG,Kølefryseskab
180,LG Køl/frys kombination GBV7280AMB | Elgiganten,14999.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/lg-kolfrys-kombination-gbv7280amb/672026,LG,Kølefryseskab
181,Dometic Cool-Ice køleboks DCI55 | Elgiganten,1966.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koletaske-og-koleboks/dometic-cool-ice-koleboks-dci55/174802,Dometic,Køletaske og køleboks
182,Samsung side-by-side-kølefryseskab RH68B8841B1/EF | Elgiganten,15681.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/amerikanerkoleskab/samsung-side-by-side-kolefryseskab-rh68b8841b1ef/455360,Samsung,Amerikanerkøleskab
183,Samsung fryser RZ32C7BB6WW/EF | Elgiganten,10999.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/skabsfryser/samsung-fryser-rz32c7bb6wwef/613876,Samsung,Skabsfryser
184,Dometic køleboks DCFX335 | Elgiganten,6399.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koletaske-og-koleboks/dometic-koleboks-dcfx335/148667,Dometic,Køletaske og køleboks
185,Electrolux fryser LUT6NE18C indbygget | Elgiganten,7873.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/skabsfryser/electrolux-fryser-lut6ne18c-indbygget/174873,Electrolux,Skabsfryser
186,Dometic køleboks DCFX355 | Elgiganten,7519.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koletaske-og-koleboks/dometic-koleboks-dcfx355/148659,Dometic,Køletaske og køleboks
187,Miele kølefryseskab KFN4374ED el | Elgiganten,7209.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/miele-kolefryseskab-kfn4374ed-el/494388,Miele,Kølefryseskab
188,LG køle-/fryseskab GBV7180CSW | Elgiganten,9999.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/lg-kole-fryseskab-gbv7180csw/639067,LG,Kølefryseskab
189,Mobicool Coca Cola Fresh 5 køletaske MOBICOOLCCF5 | Elgiganten,119.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koletaske-og-koleboks/mobicool-coca-cola-fresh-5-koletaske-mobicoolccf5/294815,MOBICOOL,Køletaske og køleboks
190,LG kølefryseskab GBV5140DPY | Elgiganten,9299.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/lg-kolefryseskab-gbv5140dpy/603780,LG,Kølefryseskab
191,Dometic køleboks DCFX325 | Elgiganten,7151.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koletaske-og-koleboks/dometic-koleboks-dcfx325/277668,Dometic,Køletaske og køleboks
192,Samsung køle-/fryseskab RB38C607AB1/EF | Elgiganten,12749.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/samsung-kole-fryseskab-rb38c607ab1ef/680243,Samsung,Kølefryseskab
193,Samsung kølefryseskab RB34T602EWW/EF | Elgiganten,5830.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/samsung-kolefryseskab-rb34t602ewwef/613860,Samsung,Kølefryseskab
194,Samsung køle-/fryseskab RB38C607AS9/EF | Elgiganten,12119.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/samsung-kole-fryseskab-rb38c607as9ef/680242,Samsung,Kølefryseskab
195,LG køle/fryseskab GBB92MCB2P | Elgiganten,17999.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/lg-kolefryseskab-gbb92mcb2p/603781,LG,Kølefryseskab
196,Smeg 50 s Style køleskab FAB10HRCR5 | Elgiganten,10495.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koleskab/smeg-50-s-style-koleskab-fab10hrcr5/292455,Smeg,Køleskab
197,LG kølefryseskab GBV7280CPY | Elgiganten,10899.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/lg-kolefryseskab-gbv7280cpy/603761,LG,Kølefryseskab
198,Samsung kølefryseskab RL38T602FS9 | Elgiganten,6497.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/samsung-kolefryseskab-rl38t602fs9/173108,Samsung,Kølefryseskab
199,Dometic Cool-Ice køleboks DCI85W | Elgiganten,2958.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koletaske-og-koleboks/dometic-cool-ice-koleboks-dci85w/174801,Dometic,Køletaske og køleboks
200,Samsung kølefryseskab BRD27713EWW integreret | Elgiganten,14999.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koleskab/samsung-kolefryseskab-brd27713eww-integreret/586713,Samsung,Køleskab
201,Mobicool Holiday kølende rygsæk MOBICOOLHB20 | Elgiganten,169.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koletaske-og-koleboks/mobicool-holiday-kolende-rygsak-mobicoolhb20/294814,MOBICOOL,Køletaske og køleboks
202,Samsung køleskab RR39C7BC6WW/EF | Elgiganten,9473.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koleskab/samsung-koleskab-rr39c7bc6wwef/613865,Samsung,Køleskab
203,Miele fryser FNS4382EwsNEU2 | Elgiganten,7373.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/skabsfryser/miele-fryser-fns4382ewsneu2/494390,Miele,Skabsfryser
204,Miele fryser FNS4382EelNEU2 | Elgiganten,7999.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/skabsfryser/miele-fryser-fns4382eelneu2/494391,Miele,Skabsfryser
205,Miele kølefryseskab KDN4074E | Elgiganten,6406.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/miele-kolefryseskab-kdn4074e/494385,Miele,Kølefryseskab
206,Liebherr køle/fryseskab CBNsfd 5223-20 001 | Elgiganten,12073.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/liebherr-kolefryseskab-cbnsfd-5223-20-001/469339,Liebherr,Kølefryseskab
207,Bosch Køl/frys kombination KIV875SE0 | Elgiganten,6999.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/kolefryseskab/bosch-kolfrys-kombination-kiv875se0/673689,Bosch,Kølefryseskab
208,Temptech minikøleskab VINT450BLACK | Elgiganten,999.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/minikoleskab/temptech-minikoleskab-vint450black/355463,Temptech,Minikøleskab
209,Liebherr køleskab/fryser TP141422001 | Elgiganten,4039.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koleskab/liebherr-koleskabfryser-tp141422001/319736,Liebherr,Køleskab
210,Dometic køleboks DCFF35 | Elgiganten,5199.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koletaske-og-koleboks/dometic-koleboks-dcff35/277666,Dometic,Køletaske og køleboks
211,Mobicool Coca Cola Fresh 20 blød kølertaske MOBICOOLCCF20 | Elgiganten,139.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koletaske-og-koleboks/mobicool-coca-cola-fresh-20-blod-kolertaske-mobicoolccf20/297649,MOBICOOL,Køletaske og køleboks
212,Electrolux køleskab LXB1AE13W0 | Elgiganten,1999.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koleskab/electrolux-koleskab-lxb1ae13w0/194052,Electrolux,Køleskab
213,LG fryser GFE41PZGSZ | Elgiganten,9499.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/skabsfryser/lg-fryser-gfe41pzgsz/432387,LG,Skabsfryser
214,Miele integreret fryser FNS7770E | Elgiganten,21794.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/skabsfryser/miele-integreret-fryser-fns7770e/466507,Miele,Skabsfryser
215,Samsung køleskab RR39M70107F/EF | Elgiganten,6499.-,https://www.elgiganten.dk/product/hvidevarer/koleskabe-fryseskabe/koleskab/samsung-koleskab-rr39m70107fef/431809,Samsung,Køleskab
