,name,price,url,brand,product_type,website
105,Gram GRAM KS 441862/1 ,4395,hvidevarer/koeleskab/fritstaaende-koeleskab/product/gram-gram-ks-441862-1/,Gram,Fritstående køleskabe,Whiteaway
106,Smeg FF18EN3HX ,10995,hvidevarer/koeleskab/fritstaaende-koeleskab/product/smeg-ff18en3hx/,SMEG,Fritstående køleskabe,Whiteaway
107,Blomberg SSM4550XN ,5399,hvidevarer/koeleskab/fritstaaende-koeleskab/product/blomberg-ssm4550xn/,Blomberg,Fritstående køleskabe,Whiteaway
108,Scandomestic CompactCube ,1686,hvidevarer/koeleskab/fritstaaende-koeleskab/product/scandomestic-compactcube/,Scandomestic,Fritstående køleskabe,Whiteaway
109,Liebherr SRSDE5220 ,12699,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-srsde5220/,Liebherr,Fritstående køleskabe,Whiteaway
110,Bosch  KGN39VWDT ,10974,hvidevarer/koeleskab/fritstaaende-koeleskab/product/bosch-kgn39vwdt/,Bosch,Fritstående køleskabe,Whiteaway
111,Gram GRAM KS3265-931 ,3799,hvidevarer/koeleskab/fritstaaende-koeleskab/product/gram-gram-ks3265-931/,Gram,Fritstående køleskabe,Whiteaway
112,SMEG FAB5ROR5 ,9495,hvidevarer/koeleskab/fritstaaende-koeleskab/product/smeg-fab5ror5/,SMEG,Fritstående køleskabe,Whiteaway
113,Gorenje RS619EEW5 ,6999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/gorenje-rs619eew5/,Gorenje,Fritstående køleskabe,Whiteaway
114,Electrolux LRT5MF38W1 DEMO ,5499,hvidevarer/koeleskab/fritstaaende-koeleskab/product/electrolux-lrt5mf38w1-demo-73219/,Electrolux,Fritstående køleskabe,Whiteaway
115,Electrolux LRC5ME38X2 DEMO ,5499,hvidevarer/koeleskab/fritstaaende-koeleskab/product/electrolux-lrc5me38x2-demo-26773/,Electrolux,Fritstående køleskabe,Whiteaway
116,Electrolux LRT5MF38W1 DEMO ,5260,hvidevarer/koeleskab/fritstaaende-koeleskab/product/electrolux-lrt5mf38w1-demo-61937/,Electrolux,Fritstående køleskabe,Whiteaway
117,LG GLT51PZGSZ DEMO ,4949,hvidevarer/koeleskab/fritstaaende-koeleskab/product/lg-glt51pzgsz-demo-47493/,LG,Fritstående køleskabe,Whiteaway
118,SMEG FAB5LWH5 DEMO ,5882,hvidevarer/koeleskab/fritstaaende-koeleskab/product/smeg-fab5lwh5-demo-2801/,SMEG,Fritstående køleskabe,Whiteaway
119,Liebherr T1410-22001 DEMO ,1999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-t1410-22001-demo/,Liebherr,Fritstående køleskabe,Whiteaway
120,Gorenje R619EABK6 DEMO ,4499,hvidevarer/koeleskab/fritstaaende-koeleskab/product/gorenje-r619eabk6-demo-77925/,Gorenje,Fritstående køleskabe,Whiteaway
121,Gram KS3315-931 DEMO ,4049,hvidevarer/koeleskab/fritstaaende-koeleskab/product/gram-ks3315-931-demo-23971/,Gram,Fritstående køleskabe,Whiteaway
122,Blomberg SSM1410XN DEMO ,7559,hvidevarer/koeleskab/fritstaaende-koeleskab/product/blomberg-ssm1410xn-demo-33581/,Blomberg,Fritstående køleskabe,Whiteaway
123,Whirlpool SW8AM2DXR ,6499,hvidevarer/koeleskab/fritstaaende-koeleskab/product/whirlpool-sw8-am2-d-xr/,Whirlpool,Fritstående køleskabe,Whiteaway
124,Liebherr TPesf 1710-22 001 ,5849,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-tpesf-1710-22-001/,Liebherr,Fritstående køleskabe,Whiteaway
125,Electrolux LRC5ME38W2 ,7489,hvidevarer/koeleskab/fritstaaende-koeleskab/product/electrolux-lrc5me38w2/,Electrolux,Fritstående køleskabe,Whiteaway
126,AEG RKB439F1DX ,6262,hvidevarer/koeleskab/fritstaaende-koeleskab/product/aeg-rkb439f1dx/,AEG,Fritstående køleskabe,Whiteaway
127,Smeg FAB10HRWH5 ,10489,hvidevarer/koeleskab/fritstaaende-koeleskab/product/smeg-fab10hrwh5/,SMEG,Fritstående køleskabe,Whiteaway
128,LG GLT51PZGSZ ,7999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/lg-glt51pzgsz/,LG,Fritstående køleskabe,Whiteaway
129,SMEG FS18EV3HX ,10995,hvidevarer/koeleskab/fritstaaende-koeleskab/product/smeg-fs18ev3hx/,SMEG,Fritstående køleskabe,Whiteaway
130,Whirlpool ADN203/2 ,9438,hvidevarer/koeleskab/fritstaaende-koeleskab/product/whirlpool-adn203-2/,Whirlpool Professional,Fritstående køleskabe,Whiteaway
131,Whirlpool ADN203C ,12797,hvidevarer/koeleskab/fritstaaende-koeleskab/product/whirlpool-adn203c/,Whirlpool Professional,Fritstående køleskabe,Whiteaway
132,Whirlpool ADN213 ,23999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/whirlpool-adn213/,Whirlpool Professional,Fritstående køleskabe,Whiteaway
133,Liebherr RSFE4620 ,10899,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-rsfe4620/,Liebherr,Fritstående køleskabe,Whiteaway
134,Electrolux LRS2DE39W ,6499,hvidevarer/koeleskab/fritstaaende-koeleskab/product/electrolux-lrs2de39w/,Electrolux,Fritstående køleskabe,Whiteaway
135,Liebherr SRBDE5220+SFNBDE5227 ,27999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-srbde5220-sfnbde5227/,Liebherr,Fritstående køleskabe,Whiteaway
136,Liebherr CBNbsd 578i-20 001 Køl/frys,28792,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-cbnbsd-578i-20-001/,Liebherr,Fritstående køleskabe,Whiteaway
137,Liebherr CBNstd 5783-20 001 Køl/frys,29999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-cbnstd-5783-20-001/,Liebherr,Fritstående køleskabe,Whiteaway
138,Liebherr CBNstd 579i-20 001 Køl/frys,34999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-cbnstd-579i-20-001/,Liebherr,Fritstående køleskabe,Whiteaway
139,Liebherr CNbdc 5733-20 001 Køl/frys,14899,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-cnbdc-5733-20-001/,Liebherr,Fritstående køleskabe,Whiteaway
140,Liebherr CNsdb 5753-20 001 Køl/frys,20999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-cnsdb-5753-20-001/,Liebherr,Fritstående køleskabe,Whiteaway
141,Liebherr CNsdc 5223-20 001 Køl/frys,13990,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-cnsdc-5223-20-001/,Liebherr,Fritstående køleskabe,Whiteaway
142,Liebherr CNsdd 5763-20 001 Køl/frys,21999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-cnsdd-5763-20-001/,Liebherr,Fritstående køleskabe,Whiteaway
143,Liebherr RBbsc 5250-20 001 Køleskab,19053,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-rbbsc-5250-20-001/,Liebherr,Fritstående køleskabe,Whiteaway
144,Liebherr RBsdd 5250-20 001 Køleskab,16664,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-rbsdd-5250-20-001/,Liebherr,Fritstående køleskabe,Whiteaway
145,Liebherr RBstd 528i-20 001 Køleskab,28999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-rbstd-528i-20-001/,Liebherr,Fritstående køleskabe,Whiteaway
146,Liebherr SCNsdd 5253-20  001 Køl/frys,17988,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-scnsdd-5253-20-001/,Liebherr,Fritstående køleskabe,Whiteaway
147,Liebherr SRBbsd 529i-20 001 Køleskab,26248,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-srbbsd-529i-20-001/,Liebherr,Fritstående køleskabe,Whiteaway
148,Liebherr SRBsdd 5260-20 001 Køleskab,22999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-srbsdd-5260-20-001/,Liebherr,Fritstående køleskabe,Whiteaway
149,ASKO R23841B ,13195,hvidevarer/koeleskab/fritstaaende-koeleskab/product/asko-r23841b/,ASKO,Fritstående køleskabe,Whiteaway
150,Electrolux LRB2DE33W+ LUT2NE32W,12999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/electrolux-lrb2de33w-lut2ne32w/,Electrolux,Fritstående køleskabe,Whiteaway
151,Liebherr RSFE5020 ,11290,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-rsfe5020/,Liebherr,Fritstående køleskabe,Whiteaway
152,Bosch KSV36NWEQ ,5191,hvidevarer/koeleskab/fritstaaende-koeleskab/product/bosch-ksv36nweq/,Bosch,Fritstående køleskabe,Whiteaway
153,Vestfrost WV146K-2 ,5749,hvidevarer/koeleskab/fritstaaende-koeleskab/product/vestfrost-wv146k-2/,Vestfrost,Fritstående køleskabe,Whiteaway
154,Blomberg SSM1410N ,7249,hvidevarer/koeleskab/fritstaaende-koeleskab/product/blomberg-ssm1410n/,Blomberg,Fritstående køleskabe,Whiteaway
155,Vestfrost WV146K ,2499,hvidevarer/koeleskab/fritstaaende-koeleskab/product/vestfrost-wv146k/,Vestfrost,Fritstående køleskabe,Whiteaway
156,LG GLT71MCCSZ ,9499,hvidevarer/koeleskab/fritstaaende-koeleskab/product/lg-glt71mccsz/,LG,Fritstående køleskabe,Whiteaway
157,Scandomestic WKS92W ,1444,hvidevarer/koeleskab/fritstaaende-koeleskab/product/scandomestic-wks92w/,Scandomestic,Fritstående køleskabe,Whiteaway
158,Whirlpool SW8AM2DWHR ,5999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/whirlpool-sw8-am2-d-whr/,Whirlpool,Fritstående køleskabe,Whiteaway
159,Electrolux LRB1AF20W ,2699,hvidevarer/koeleskab/fritstaaende-koeleskab/product/electrolux-lrb1af20w/,Electrolux,Fritstående køleskabe,Whiteaway
160,Siemens KS36VVWEP IQ300 ,7999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/siemens-ks36vvwep/,Siemens,Fritstående køleskabe,Whiteaway
161,AEG RKB524F1AW ,3499,hvidevarer/koeleskab/fritstaaende-koeleskab/product/aeg-rkb524f1aw/,AEG,Fritstående køleskabe,Whiteaway
162,frigor KS251ES ,4195,hvidevarer/koeleskab/fritstaaende-koeleskab/product/frigor-ks251es/,frigor,Fritstående køleskabe,Whiteaway
163,Electrolux LXB1AE13W0 ,2140,hvidevarer/koeleskab/fritstaaende-koeleskab/product/electrolux-lxb1ae13w0/,Electrolux,Fritstående køleskabe,Whiteaway
164,Blomberg SND9685N ,8899,hvidevarer/koeleskab/fritstaaende-koeleskab/product/blomberg-snd9685n/,Blomberg,Fritstående køleskabe,Whiteaway
165,Liebherr TP 1760-23 001 ,5199,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-tp-1760-23-001/,Liebherr,Fritstående køleskabe,Whiteaway
166,Siemens KS36VVWEP + GS36NVWFV ,9999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/siemens-ks36vvwep-gs36nvwfv/,Siemens,Fritstående køleskabe,Whiteaway
167,Gram KS3315-931 ,4499,hvidevarer/koeleskab/fritstaaende-koeleskab/product/gram-gram-ks3315-931/,Gram,Fritstående køleskabe,Whiteaway
168,Blomberg SSM4450N ,5299,hvidevarer/koeleskab/fritstaaende-koeleskab/product/blomberg-ssm4450n/,Blomberg,Fritstående køleskabe,Whiteaway
169,Siemens KS36VFIEV IQ300 ,7999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/siemens-ks36vfiev/,Siemens,Fritstående køleskabe,Whiteaway
170,Bauknecht KR19G4IN2 ,8295,hvidevarer/koeleskab/fritstaaende-koeleskab/product/bauknecht-kr19g4in2/,Bauknecht,Fritstående køleskabe,Whiteaway
171,Vestfrost WV124K ,2499,hvidevarer/koeleskab/fritstaaende-koeleskab/product/vestfrost-wv124k/,Vestfrost,Fritstående køleskabe,Whiteaway
172,Gorenje RB492PW ,2499,hvidevarer/koeleskab/fritstaaende-koeleskab/product/gorenje-rb492pw/,Gorenje,Fritstående køleskabe,Whiteaway
173,Electrolux LRB2DE33W ,3758,hvidevarer/koeleskab/fritstaaende-koeleskab/product/electrolux-electrolux-lrb2de33/,Electrolux,Fritstående køleskabe,Whiteaway
174,Gorenje R619EABK6 ,7999,hvidevarer/fryser/fryseskab/product/gorenje-r619eabk6/,Gorenje,Fritstående køleskabe,Whiteaway
175,Candy CCTLS542WHN ,1699,hvidevarer/koeleskab/fritstaaende-koeleskab/product/candy-cctls542whn/,Candy,Fritstående køleskabe,Whiteaway
176,frigor KS251EW ,3995,hvidevarer/koeleskab/fritstaaende-koeleskab/product/frigor-ks251ew/,frigor,Fritstående køleskabe,Whiteaway
177,Blomberg SND9685XN ,9999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/blomberg-snd9685xn/,Blomberg,Fritstående køleskabe,Whiteaway
178,Scandomestic High Cube ,3329,hvidevarer/koeleskab/fritstaaende-koeleskab/product/scandomestic-high-cube/,Scandomestic,Fritstående køleskabe,Whiteaway
179,Liebherr CU3331-26057 ,8749,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-cu3331-26057/,Liebherr,Fritstående køleskabe,Whiteaway
180,Miele KS4383EDEL ,7414,hvidevarer/koeleskab/fritstaaende-koeleskab/product/miele-ks4383edel/,Miele,Fritstående køleskabe,Whiteaway
181,Siemens KS36VAIDP IQ500,10996,hvidevarer/koeleskab/fritstaaende-koeleskab/product/siemens-ks36vaidp/,Siemens,Fritstående køleskabe,Whiteaway
182,Scandomestic Cool Cube ,1299,hvidevarer/koeleskab/fritstaaende-koeleskab/product/scandomestic-cool-cube/,Scandomestic,Fritstående køleskabe,Whiteaway
183,Electrolux LRS2DE39X ,6499,hvidevarer/koeleskab/fritstaaende-koeleskab/product/electrolux-lrs2de39x/,Electrolux,Fritstående køleskabe,Whiteaway
184,Whirlpool SW8AM1QX1 ,5999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/whirlpool-sw8am1qx1/,Whirlpool,Fritstående køleskabe,Whiteaway
185,Blomberg SSM4460XN ,6249,hvidevarer/koeleskab/fritstaaende-koeleskab/product/blomberg-ssm4460xn/,Blomberg,Fritstående køleskabe,Whiteaway
186,LG GLE71PZCSZ ,5499,hvidevarer/koeleskab/fritstaaende-koeleskab/product/lg-gle71pzcsz/,LG,Fritstående køleskabe,Whiteaway
187,Electrolux LRS1DF39W ,3999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/electrolux-lrs1df39w/,Electrolux,Fritstående køleskabe,Whiteaway
188,Bosch KSV36VLDP Serie 4,5499,hvidevarer/koeleskab/fritstaaende-koeleskab/product/bosch-ksv36vldp/,Bosch,Fritstående køleskabe,Whiteaway
189,Liebherr RBSFE5220 ,14499,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-rbsfe5220/,Liebherr,Fritstående køleskabe,Whiteaway
190,Samsung RR39C7AJ5WW ,10999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/samsung-rr39c7aj5ww/,Samsung,Fritstående køleskabe,Whiteaway
191,frigor KS121ES ,3095,hvidevarer/koeleskab/fritstaaende-koeleskab/product/frigor-ks121es/,frigor,Fritstående køleskabe,Whiteaway
192,Electrolux LRT6ME38W1 ,8499,hvidevarer/koeleskab/fritstaaende-koeleskab/product/electrolux-lrt6me38w1/,Electrolux,Fritstående køleskabe,Whiteaway
193,Gram GRAM KS 481864 FN/1 ,4499,hvidevarer/koeleskab/fritstaaende-koeleskab/product/gram-gram-ks-481864-fn-1/,Gram,Fritstående køleskabe,Whiteaway
194,Samsung RR39C7AJ5B1 ,4999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/samsung-rr39c7aj5b1/,Samsung,Fritstående køleskabe,Whiteaway
195,Bosch KSV36AWEP Serie 6 ,6499,hvidevarer/koeleskab/fritstaaende-koeleskab/product/bosch-ksv36awep/,Bosch,Fritstående køleskabe,Whiteaway
196,LG GLE71SWCSZ ,8999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/lg-gle71swcsz/,LG,Fritstående køleskabe,Whiteaway
197,Gram 49SK4186FX ,8749,hvidevarer/koeleskab/fritstaaende-koeleskab/product/gram-49sk4186fx/,Gram,Fritstående køleskabe,Whiteaway
198,Gram 49SK4186FB ,8499,hvidevarer/koeleskab/fritstaaende-koeleskab/product/gram-49sk4186fb/,Gram,Fritstående køleskabe,Whiteaway
199,Liebherr SRBSFE5220 ,11002,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-srbsfe5220/,Liebherr,Fritstående køleskabe,Whiteaway
200,Miele KS4383EDWS ,7079,hvidevarer/koeleskab/fritstaaende-koeleskab/product/miele-ks4383edws/,Miele,Fritstående køleskabe,Whiteaway
201,Liebherr RF4200 ,9999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-rf4200-20001/,Liebherr,Fritstående køleskabe,Whiteaway
202,Liebherr TP 1720-22 001 ,4427,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-tp-1720-22-001/,Liebherr,Fritstående køleskabe,Whiteaway
203,Liebherr TP 1410-22 057 ,3299,hvidevarer/koeleskab/fritstaaende-koeleskab/product/liebherr-tp-1410-22-057/,Liebherr,Fritstående køleskabe,Whiteaway
204,Samsung RR39C7EG7B1 ,10999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/samsung-rr39c7eg7b1/,Samsung,Fritstående køleskabe,Whiteaway
205,AEG RKB439F1DW ,3999,hvidevarer/koeleskab/fritstaaende-koeleskab/product/aeg-rkb439f1dw/,AEG,Fritstående køleskabe,Whiteaway
